icd10_pcs_5char,approach,nhsn_category,intraperitoneal_proxy,source,rationale
00100,0,,0,default_zero_unmatched,unmatched_default_0
00110,0,,0,default_zero_unmatched,unmatched_default_0
00160,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
001U0,0,,0,expert_review_override,expert_review_override_0_mixed_truncation_artifact
00200,0,,0,default_zero_unmatched,unmatched_default_0
0020D,D,,0,default_zero_unmatched,unmatched_default_0
00900,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00907,7,,0,default_zero_unmatched,unmatched_default_0
0090D,D,,0,default_zero_unmatched,unmatched_default_0
00910,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00940,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00960,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00964,4,CRAN,0,cdc_nhsn_primary,CRAN + approach 4 -> 0
009F0,0,,0,default_zero_unmatched,unmatched_default_0
009T0,0,LAM,0,cdc_nhsn_primary,LAM + approach 0 -> 0
009TX,X,,0,default_zero_unmatched,unmatched_default_0
00B00,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00B07,7,,0,default_zero_unmatched,unmatched_default_0
00B08,8,,0,default_zero_unmatched,unmatched_default_0
00B0D,D,,0,default_zero_unmatched,unmatched_default_0
00B0X,X,,0,default_zero_unmatched,unmatched_default_0
00B10,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00B60,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00B64,4,CRAN,0,cdc_nhsn_primary,CRAN + approach 4 -> 0
00BF0,0,,0,default_zero_unmatched,unmatched_default_0
00BF4,4,,0,default_zero_unmatched,unmatched_default_0
00BT0,0,LAM,0,cdc_nhsn_primary,LAM + approach 0 -> 0
00BT4,4,LAM,0,cdc_nhsn_primary,LAM + approach 4 -> 0
00BTX,X,,0,default_zero_unmatched,unmatched_default_0
00D0X,X,,0,default_zero_unmatched,unmatched_default_0
00D13,3,CRAN,0,cdc_nhsn_primary,CRAN + approach 3 -> 0
00DF0,0,,0,default_zero_unmatched,unmatched_default_0
00DFX,X,,0,default_zero_unmatched,unmatched_default_0
00GT0,0,,0,default_zero_unmatched,unmatched_default_0
00GTX,X,,0,default_zero_unmatched,unmatched_default_0
00H0D,D,,0,default_zero_unmatched,unmatched_default_0
00HU0,0,,0,default_zero_unmatched,unmatched_default_0
00J00,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00J08,8,,0,default_zero_unmatched,unmatched_default_0
00JT0,0,,0,default_zero_unmatched,unmatched_default_0
00L00,0,,0,default_zero_unmatched,unmatched_default_0
00NF0,0,,0,default_zero_unmatched,unmatched_default_0
00NT0,0,LAM,0,cdc_nhsn_primary,LAM + approach 0 -> 0
00P60,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00P64,4,CRAN,0,cdc_nhsn_primary,CRAN + approach 4 -> 0
00PE0,0,,0,default_zero_unmatched,unmatched_default_0
00PT0,0,,0,default_zero_unmatched,unmatched_default_0
00Q00,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00Q10,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00Q60,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
00Q6X,X,,0,default_zero_unmatched,unmatched_default_0
00QF0,0,,0,default_zero_unmatched,unmatched_default_0
00QFX,X,,0,default_zero_unmatched,unmatched_default_0
00QT0,0,LAM,0,cdc_nhsn_primary,LAM + approach 0 -> 0
00RF0,0,,0,default_zero_unmatched,unmatched_default_0
00SF0,0,,0,default_zero_unmatched,unmatched_default_0
00T00,0,,0,default_zero_unmatched,unmatched_default_0
00T04,4,,0,default_zero_unmatched,unmatched_default_0
00T20,0,,0,default_zero_unmatched,unmatched_default_0
00T60,0,,0,default_zero_unmatched,unmatched_default_0
00TF0,0,,0,default_zero_unmatched,unmatched_default_0
00TT0,0,,0,default_zero_unmatched,unmatched_default_0
00TTX,X,,0,default_zero_unmatched,unmatched_default_0
00UF0,0,,0,default_zero_unmatched,unmatched_default_0
00XF0,0,,0,default_zero_unmatched,unmatched_default_0
00XFX,X,,0,default_zero_unmatched,unmatched_default_0
01650,0,,0,default_zero_unmatched,unmatched_default_0
01800,0,,0,default_zero_unmatched,unmatched_default_0
01850,0,,0,default_zero_unmatched,unmatched_default_0
018L4,4,,0,default_zero_unmatched,unmatched_default_0
01900,0,,0,default_zero_unmatched,unmatched_default_0
01B50,0,,0,default_zero_unmatched,unmatched_default_0
01BG0,0,,0,default_zero_unmatched,unmatched_default_0
01D00,0,,0,default_zero_unmatched,unmatched_default_0
01D50,0,,0,default_zero_unmatched,unmatched_default_0
01H50,0,,0,default_zero_unmatched,unmatched_default_0
01N00,0,,0,default_zero_unmatched,unmatched_default_0
01N0X,X,,0,default_zero_unmatched,unmatched_default_0
01N50,0,,0,default_zero_unmatched,unmatched_default_0
01NG0,0,,0,default_zero_unmatched,unmatched_default_0
01Q30,0,,0,default_zero_unmatched,unmatched_default_0
01Q50,0,,0,default_zero_unmatched,unmatched_default_0
01R50,0,,0,default_zero_unmatched,unmatched_default_0
020J3,3,,0,default_zero_unmatched,unmatched_default_0
02100,0,CBGB,0,cdc_nhsn_primary,CBGB + approach 0 -> 0
02110,0,CBGB,0,cdc_nhsn_primary,CBGB + approach 0 -> 0
02114,4,CBGB,0,cdc_nhsn_primary,CBGB + approach 4 -> 0
02150,0,,0,default_zero_unmatched,unmatched_default_0
021F0,0,,0,default_zero_unmatched,unmatched_default_0
021G0,0,,0,default_zero_unmatched,unmatched_default_0
021K0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
021P0,0,PVBY,0,cdc_nhsn_primary,PVBY + approach 0 -> 0
021W0,0,PVBY,0,cdc_nhsn_primary,PVBY + approach 0 -> 0
027H0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
027P3,3,,0,default_zero_unmatched,unmatched_default_0
029N0,0,,0,default_zero_unmatched,unmatched_default_0
02B04,4,,0,default_zero_unmatched,unmatched_default_0
02B10,0,,0,default_zero_unmatched,unmatched_default_0
02B50,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02B60,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02B63,3,,0,default_zero_unmatched,unmatched_default_0
02B64,4,CARD,0,cdc_nhsn_primary,CARD + approach 4 -> 0
02B6X,X,,0,default_zero_unmatched,unmatched_default_0
02BA0,0,,0,default_zero_unmatched,unmatched_default_0
02BF0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02BK0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02BN0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02BN4,4,CARD,0,cdc_nhsn_primary,CARD + approach 4 -> 0
02BP0,0,,0,default_zero_unmatched,unmatched_default_0
02BRX,X,,0,default_zero_unmatched,unmatched_default_0
02BW0,0,,0,default_zero_unmatched,unmatched_default_0
02BX0,0,,0,default_zero_unmatched,unmatched_default_0
02C60,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02CN0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02CN4,4,CARD,0,cdc_nhsn_primary,CARD + approach 4 -> 0
02CP0,0,,0,default_zero_unmatched,unmatched_default_0
02CW0,0,,0,default_zero_unmatched,unmatched_default_0
02HA0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02HP0,0,,0,default_zero_unmatched,unmatched_default_0
02J60,0,,0,default_zero_unmatched,unmatched_default_0
02J64,4,,0,default_zero_unmatched,unmatched_default_0
02JA0,0,,0,default_zero_unmatched,unmatched_default_0
02JA4,4,,0,default_zero_unmatched,unmatched_default_0
02JF0,0,,0,default_zero_unmatched,unmatched_default_0
02LF0,0,,0,default_zero_unmatched,unmatched_default_0
02LP0,0,,0,default_zero_unmatched,unmatched_default_0
02LS3,3,,0,default_zero_unmatched,unmatched_default_0
02NA0,0,,0,default_zero_unmatched,unmatched_default_0
02Q00,0,,0,default_zero_unmatched,unmatched_default_0
02Q50,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02Q60,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QA0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QF0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QG0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QJ0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QK0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QM0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QN0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02QP0,0,,0,default_zero_unmatched,unmatched_default_0
02QX0,0,,0,default_zero_unmatched,unmatched_default_0
02R50,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02RA0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02RF0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02RG0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02RJ0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02RP0,0,,0,default_zero_unmatched,unmatched_default_0
02RP4,4,,0,default_zero_unmatched,unmatched_default_0
02RX0,0,,0,default_zero_unmatched,unmatched_default_0
02SP0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02T50,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02UF0,0,CARD,0,cdc_nhsn_primary,CARD + approach 0 -> 0
02VP0,0,,0,default_zero_unmatched,unmatched_default_0
02YA0,0,HTP,0,cdc_nhsn_primary,HTP + approach 0 -> 0
02YF0,0,,0,default_zero_unmatched,unmatched_default_0
030Y0,0,,0,default_zero_unmatched,unmatched_default_0
03120,0,AVSD,0,cdc_nhsn_primary,AVSD + approach 0 -> 0
0312X,X,,0,default_zero_unmatched,unmatched_default_0
03130,0,AVSD,0,cdc_nhsn_primary,AVSD + approach 0 -> 0
03140,0,AVSD,0,cdc_nhsn_primary,AVSD + approach 0 -> 0
031H0,0,PVBY,0,cdc_nhsn_primary,PVBY + approach 0 -> 0
031J0,0,PVBY,0,cdc_nhsn_primary,PVBY + approach 0 -> 0
031K0,0,PVBY,0,cdc_nhsn_primary,PVBY + approach 0 -> 0
031Y0,0,,0,default_zero_unmatched,unmatched_default_0
03720,0,,0,default_zero_unmatched,unmatched_default_0
037H0,0,,0,default_zero_unmatched,unmatched_default_0
037Y3,3,,0,default_zero_unmatched,unmatched_default_0
03920,0,,0,default_zero_unmatched,unmatched_default_0
0392X,X,,0,default_zero_unmatched,unmatched_default_0
03B20,0,,0,default_zero_unmatched,unmatched_default_0
03B50,0,,0,default_zero_unmatched,unmatched_default_0
03BJ0,0,,0,default_zero_unmatched,unmatched_default_0
03BY0,0,,0,default_zero_unmatched,unmatched_default_0
03BY3,3,,0,default_zero_unmatched,unmatched_default_0
03BYX,X,,0,default_zero_unmatched,unmatched_default_0
03C20,0,,0,default_zero_unmatched,unmatched_default_0
03C50,0,,0,default_zero_unmatched,unmatched_default_0
03CH0,0,CEA,0,cdc_nhsn_primary,CEA + approach 0 -> 0
03CJ0,0,CEA,0,cdc_nhsn_primary,CEA + approach 0 -> 0
03CY0,0,,0,default_zero_unmatched,unmatched_default_0
03L20,0,,0,default_zero_unmatched,unmatched_default_0
03L23,3,,0,default_zero_unmatched,unmatched_default_0
03L24,4,,0,default_zero_unmatched,unmatched_default_0
03LG0,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
03LG3,3,CRAN,0,cdc_nhsn_primary,CRAN + approach 3 -> 0
03LK0,0,,0,default_zero_unmatched,unmatched_default_0
03LK3,3,,0,default_zero_unmatched,unmatched_default_0
03LL0,0,,0,default_zero_unmatched,unmatched_default_0
03LY0,0,,0,default_zero_unmatched,unmatched_default_0
03LY3,3,,0,default_zero_unmatched,unmatched_default_0
03Q20,0,,0,default_zero_unmatched,unmatched_default_0
03QY0,0,,0,default_zero_unmatched,unmatched_default_0
03R20,0,,0,default_zero_unmatched,unmatched_default_0
03RY0,0,,0,default_zero_unmatched,unmatched_default_0
03T24,4,,0,default_zero_unmatched,unmatched_default_0
03T2X,X,,0,default_zero_unmatched,unmatched_default_0
03TY0,0,,0,default_zero_unmatched,unmatched_default_0
03VG3,3,CRAN,0,cdc_nhsn_primary,CRAN + approach 3 -> 0
03VY0,0,,0,default_zero_unmatched,unmatched_default_0
03XY0,0,,0,default_zero_unmatched,unmatched_default_0
03Y20,0,,0,default_zero_unmatched,unmatched_default_0
04100,0,,0,expert_review_override,expert_review_override_0_abdominal_vascular_bypass
04150,0,,0,default_zero_unmatched,unmatched_default_0
041L0,0,AVSD,0,cdc_nhsn_primary,AVSD + approach 0 -> 0
041Y0,0,,0,default_zero_unmatched,unmatched_default_0
047Y0,0,,0,default_zero_unmatched,unmatched_default_0
047Y3,3,,0,default_zero_unmatched,unmatched_default_0
04B00,0,AAA,0,cdc_nhsn_primary,AAA + approach 0 -> 0
04B04,4,AAA,0,cdc_nhsn_primary,AAA + approach 4 -> 0
04BK0,0,,0,default_zero_unmatched,unmatched_default_0
04BL0,0,,0,default_zero_unmatched,unmatched_default_0
04BY0,0,,0,default_zero_unmatched,unmatched_default_0
04C00,0,,0,default_zero_unmatched,unmatched_default_0
04C50,0,,0,expert_review_override,expert_review_override_0_mesenteric_artery_vascular
04CK0,0,,0,default_zero_unmatched,unmatched_default_0
04CL0,0,,0,default_zero_unmatched,unmatched_default_0
04CY0,0,,0,default_zero_unmatched,unmatched_default_0
04LYX,X,,0,default_zero_unmatched,unmatched_default_0
04NY0,0,,0,default_zero_unmatched,unmatched_default_0
04P0X,X,,0,default_zero_unmatched,unmatched_default_0
04Q00,0,,0,default_zero_unmatched,unmatched_default_0
04R00,0,AAA,0,cdc_nhsn_primary,AAA + approach 0 -> 0
04RY0,0,,0,default_zero_unmatched,unmatched_default_0
04V00,0,,0,default_zero_unmatched,unmatched_default_0
05000,0,,0,default_zero_unmatched,unmatched_default_0
05003,3,,0,default_zero_unmatched,unmatched_default_0
051Y0,0,,0,default_zero_unmatched,unmatched_default_0
05BY0,0,,0,default_zero_unmatched,unmatched_default_0
05BYX,X,,0,default_zero_unmatched,unmatched_default_0
05DY0,0,,0,default_zero_unmatched,unmatched_default_0
05HY0,0,,0,default_zero_unmatched,unmatched_default_0
05HYX,X,,0,default_zero_unmatched,unmatched_default_0
05LY0,0,,0,default_zero_unmatched,unmatched_default_0
05QY0,0,,0,default_zero_unmatched,unmatched_default_0
05VY0,0,,0,default_zero_unmatched,unmatched_default_0
06B00,0,,0,default_zero_unmatched,unmatched_default_0
06BM0,0,,0,default_zero_unmatched,unmatched_default_0
06BN0,0,,0,default_zero_unmatched,unmatched_default_0
06BY0,0,,0,default_zero_unmatched,unmatched_default_0
06DM0,0,,0,default_zero_unmatched,unmatched_default_0
06DN0,0,,0,default_zero_unmatched,unmatched_default_0
06LY0,0,,0,default_zero_unmatched,unmatched_default_0
06T04,4,,0,default_zero_unmatched,unmatched_default_0
071M0,0,,0,default_zero_unmatched,unmatched_default_0
071P4,4,,0,default_zero_unmatched,unmatched_default_0
072T0,0,,0,default_zero_unmatched,unmatched_default_0
07900,0,,0,default_zero_unmatched,unmatched_default_0
07904,4,,0,default_zero_unmatched,unmatched_default_0
07B00,0,,0,default_zero_unmatched,unmatched_default_0
07B04,4,,0,default_zero_unmatched,unmatched_default_0
07B07,7,,0,default_zero_unmatched,unmatched_default_0
07B0X,X,,0,default_zero_unmatched,unmatched_default_0
07B10,0,,0,default_zero_unmatched,unmatched_default_0
07B50,0,,0,default_zero_unmatched,unmatched_default_0
07B5X,X,,0,default_zero_unmatched,unmatched_default_0
07B94,4,,0,default_zero_unmatched,unmatched_default_0
07BC0,0,,0,default_zero_unmatched,unmatched_default_0
07BC4,4,,0,default_zero_unmatched,unmatched_default_0
07BH0,0,,0,default_zero_unmatched,unmatched_default_0
07BH4,4,,0,default_zero_unmatched,unmatched_default_0
07BHX,X,,0,default_zero_unmatched,unmatched_default_0
07BM0,0,,0,default_zero_unmatched,unmatched_default_0
07BM4,4,,0,default_zero_unmatched,unmatched_default_0
07BP0,0,SPLE,1,cdc_nhsn_primary,SPLE + approach 0 -> 1
07BP4,4,SPLE,1,cdc_nhsn_primary,SPLE + approach 4 -> 1
07BT0,0,,0,default_zero_unmatched,unmatched_default_0
07CK4,4,,0,default_zero_unmatched,unmatched_default_0
07D90,0,,0,default_zero_unmatched,unmatched_default_0
07DT3,3,,0,default_zero_unmatched,unmatched_default_0
07J00,0,,0,default_zero_unmatched,unmatched_default_0
07J04,4,,0,default_zero_unmatched,unmatched_default_0
07J08,8,,0,default_zero_unmatched,unmatched_default_0
07LK0,0,,0,default_zero_unmatched,unmatched_default_0
07LK4,4,,0,default_zero_unmatched,unmatched_default_0
07Q00,0,,0,default_zero_unmatched,unmatched_default_0
07Q04,4,,0,default_zero_unmatched,unmatched_default_0
07Q10,0,,0,default_zero_unmatched,unmatched_default_0
07QC4,4,,0,default_zero_unmatched,unmatched_default_0
07QK0,0,,0,default_zero_unmatched,unmatched_default_0
07QT0,0,,0,default_zero_unmatched,unmatched_default_0
07RM0,0,,0,default_zero_unmatched,unmatched_default_0
07T00,0,,0,default_zero_unmatched,unmatched_default_0
07T04,4,,0,default_zero_unmatched,unmatched_default_0
07T10,0,NECK,0,cdc_nhsn_primary,NECK + approach 0 -> 0
07T90,0,,0,default_zero_unmatched,unmatched_default_0
07TC0,0,,0,default_zero_unmatched,unmatched_default_0
07TC4,4,,0,default_zero_unmatched,unmatched_default_0
07TH0,0,,0,default_zero_unmatched,unmatched_default_0
07TM0,0,,0,default_zero_unmatched,unmatched_default_0
07TM4,4,,0,default_zero_unmatched,unmatched_default_0
07TP0,0,SPLE,1,cdc_nhsn_primary,SPLE + approach 0 -> 1
07TP4,4,SPLE,1,cdc_nhsn_primary,SPLE + approach 4 -> 1
08040,0,,0,default_zero_unmatched,unmatched_default_0
0808X,X,,0,default_zero_unmatched,unmatched_default_0
080K0,0,,0,default_zero_unmatched,unmatched_default_0
080N0,0,,0,default_zero_unmatched,unmatched_default_0
080NX,X,,0,default_zero_unmatched,unmatched_default_0
08123,3,,0,default_zero_unmatched,unmatched_default_0
08153,3,,0,default_zero_unmatched,unmatched_default_0
081J3,3,,0,default_zero_unmatched,unmatched_default_0
081JX,X,,0,default_zero_unmatched,unmatched_default_0
081X0,0,,0,default_zero_unmatched,unmatched_default_0
081Y0,0,,0,default_zero_unmatched,unmatched_default_0
086N0,0,,0,default_zero_unmatched,unmatched_default_0
087K0,0,,0,default_zero_unmatched,unmatched_default_0
087X0,0,,0,default_zero_unmatched,unmatched_default_0
087Y0,0,,0,default_zero_unmatched,unmatched_default_0
08923,3,,0,default_zero_unmatched,unmatched_default_0
08940,0,,0,default_zero_unmatched,unmatched_default_0
08B00,0,,0,default_zero_unmatched,unmatched_default_0
08B0X,X,,0,default_zero_unmatched,unmatched_default_0
08B10,0,,0,default_zero_unmatched,unmatched_default_0
08B1X,X,,0,default_zero_unmatched,unmatched_default_0
08B20,0,,0,default_zero_unmatched,unmatched_default_0
08B40,0,,0,default_zero_unmatched,unmatched_default_0
08B43,3,,0,default_zero_unmatched,unmatched_default_0
08B50,0,,0,default_zero_unmatched,unmatched_default_0
08B53,3,,0,default_zero_unmatched,unmatched_default_0
08B8X,X,,0,default_zero_unmatched,unmatched_default_0
08B9X,X,,0,default_zero_unmatched,unmatched_default_0
08BJ0,0,,0,default_zero_unmatched,unmatched_default_0
08BJ3,3,,0,default_zero_unmatched,unmatched_default_0
08BJ7,7,,0,default_zero_unmatched,unmatched_default_0
08BJX,X,,0,default_zero_unmatched,unmatched_default_0
08BK0,0,,0,default_zero_unmatched,unmatched_default_0
08BK3,3,,0,default_zero_unmatched,unmatched_default_0
08BK7,7,,0,default_zero_unmatched,unmatched_default_0
08BKX,X,,0,default_zero_unmatched,unmatched_default_0
08BN0,0,,0,default_zero_unmatched,unmatched_default_0
08BN3,3,,0,default_zero_unmatched,unmatched_default_0
08BP0,0,,0,default_zero_unmatched,unmatched_default_0
08BS0,0,,0,default_zero_unmatched,unmatched_default_0
08BS3,3,,0,default_zero_unmatched,unmatched_default_0
08BSX,X,,0,default_zero_unmatched,unmatched_default_0
08BTX,X,,0,default_zero_unmatched,unmatched_default_0
08BV0,0,,0,default_zero_unmatched,unmatched_default_0
08BW0,0,,0,default_zero_unmatched,unmatched_default_0
08D0X,X,,0,default_zero_unmatched,unmatched_default_0
08D1X,X,,0,default_zero_unmatched,unmatched_default_0
08D20,0,,0,default_zero_unmatched,unmatched_default_0
08D23,3,,0,default_zero_unmatched,unmatched_default_0
08D43,3,,0,default_zero_unmatched,unmatched_default_0
08D63,3,,0,default_zero_unmatched,unmatched_default_0
08D8X,X,,0,default_zero_unmatched,unmatched_default_0
08D93,3,,0,default_zero_unmatched,unmatched_default_0
08DJ0,0,,0,default_zero_unmatched,unmatched_default_0
08DJ3,3,,0,default_zero_unmatched,unmatched_default_0
08DJ7,7,,0,default_zero_unmatched,unmatched_default_0
08DJX,X,,0,default_zero_unmatched,unmatched_default_0
08DK3,3,,0,default_zero_unmatched,unmatched_default_0
08DM0,0,,0,default_zero_unmatched,unmatched_default_0
08DN0,0,,0,default_zero_unmatched,unmatched_default_0
08DN3,3,,0,default_zero_unmatched,unmatched_default_0
08DP0,0,,0,default_zero_unmatched,unmatched_default_0
08DP4,4,,0,default_zero_unmatched,unmatched_default_0
08DX3,3,,0,default_zero_unmatched,unmatched_default_0
08G40,0,,0,default_zero_unmatched,unmatched_default_0
08HJ3,3,,0,default_zero_unmatched,unmatched_default_0
08HK3,3,,0,default_zero_unmatched,unmatched_default_0
08J0X,X,,0,default_zero_unmatched,unmatched_default_0
08NPX,X,,0,default_zero_unmatched,unmatched_default_0
08PJ3,3,,0,default_zero_unmatched,unmatched_default_0
08PK3,3,,0,default_zero_unmatched,unmatched_default_0
08Q0X,X,,0,default_zero_unmatched,unmatched_default_0
08Q1X,X,,0,default_zero_unmatched,unmatched_default_0
08Q43,3,,0,default_zero_unmatched,unmatched_default_0
08Q6X,X,,0,default_zero_unmatched,unmatched_default_0
08Q7X,X,,0,default_zero_unmatched,unmatched_default_0
08Q8X,X,,0,default_zero_unmatched,unmatched_default_0
08Q93,3,,0,default_zero_unmatched,unmatched_default_0
08Q9X,X,,0,default_zero_unmatched,unmatched_default_0
08QC3,3,,0,default_zero_unmatched,unmatched_default_0
08QD0,0,,0,default_zero_unmatched,unmatched_default_0
08QD3,3,,0,default_zero_unmatched,unmatched_default_0
08QE3,3,,0,default_zero_unmatched,unmatched_default_0
08QF3,3,,0,default_zero_unmatched,unmatched_default_0
08QJ0,0,,0,default_zero_unmatched,unmatched_default_0
08QJ3,3,,0,default_zero_unmatched,unmatched_default_0
08QJX,X,,0,default_zero_unmatched,unmatched_default_0
08QK3,3,,0,default_zero_unmatched,unmatched_default_0
08QL0,0,,0,default_zero_unmatched,unmatched_default_0
08QM0,0,,0,default_zero_unmatched,unmatched_default_0
08QN0,0,,0,default_zero_unmatched,unmatched_default_0
08QNX,X,,0,default_zero_unmatched,unmatched_default_0
08QP0,0,,0,default_zero_unmatched,unmatched_default_0
08QSX,X,,0,default_zero_unmatched,unmatched_default_0
08QTX,X,,0,default_zero_unmatched,unmatched_default_0
08QY0,0,,0,default_zero_unmatched,unmatched_default_0
08R40,0,,0,default_zero_unmatched,unmatched_default_0
08R43,3,,0,default_zero_unmatched,unmatched_default_0
08R53,3,,0,default_zero_unmatched,unmatched_default_0
08R73,3,,0,default_zero_unmatched,unmatched_default_0
08R83,3,,0,default_zero_unmatched,unmatched_default_0
08R8X,X,,0,default_zero_unmatched,unmatched_default_0
08R93,3,,0,default_zero_unmatched,unmatched_default_0
08R9X,X,,0,default_zero_unmatched,unmatched_default_0
08RJ0,0,,0,default_zero_unmatched,unmatched_default_0
08RJ3,3,,0,default_zero_unmatched,unmatched_default_0
08RJX,X,,0,default_zero_unmatched,unmatched_default_0
08RK3,3,,0,default_zero_unmatched,unmatched_default_0
08RN0,0,,0,default_zero_unmatched,unmatched_default_0
08RNX,X,,0,default_zero_unmatched,unmatched_default_0
08S9X,X,,0,default_zero_unmatched,unmatched_default_0
08SJ0,0,,0,default_zero_unmatched,unmatched_default_0
08SJ3,3,,0,default_zero_unmatched,unmatched_default_0
08SK0,0,,0,default_zero_unmatched,unmatched_default_0
08SK3,3,,0,default_zero_unmatched,unmatched_default_0
08SL0,0,,0,default_zero_unmatched,unmatched_default_0
08SM0,0,,0,default_zero_unmatched,unmatched_default_0
08SN0,0,,0,default_zero_unmatched,unmatched_default_0
08SN3,3,,0,default_zero_unmatched,unmatched_default_0
08SP0,0,,0,default_zero_unmatched,unmatched_default_0
08SP3,3,,0,default_zero_unmatched,unmatched_default_0
08T00,0,,0,default_zero_unmatched,unmatched_default_0
08T0X,X,,0,default_zero_unmatched,unmatched_default_0
08T10,0,,0,default_zero_unmatched,unmatched_default_0
08T1X,X,,0,default_zero_unmatched,unmatched_default_0
08TJ0,0,,0,default_zero_unmatched,unmatched_default_0
08TJX,X,,0,default_zero_unmatched,unmatched_default_0
08TK0,0,,0,default_zero_unmatched,unmatched_default_0
08TL0,0,,0,default_zero_unmatched,unmatched_default_0
08TM0,0,,0,default_zero_unmatched,unmatched_default_0
08TP4,4,,0,default_zero_unmatched,unmatched_default_0
08U00,0,,0,default_zero_unmatched,unmatched_default_0
08U10,0,,0,default_zero_unmatched,unmatched_default_0
08U40,0,,0,default_zero_unmatched,unmatched_default_0
08U43,3,,0,default_zero_unmatched,unmatched_default_0
08XNX,X,,0,default_zero_unmatched,unmatched_default_0
09050,0,,0,default_zero_unmatched,unmatched_default_0
09070,0,,0,default_zero_unmatched,unmatched_default_0
090K0,0,,0,default_zero_unmatched,unmatched_default_0
090M0,0,,0,default_zero_unmatched,unmatched_default_0
09170,0,,0,default_zero_unmatched,unmatched_default_0
091C0,0,,0,default_zero_unmatched,unmatched_default_0
09680,0,,0,default_zero_unmatched,unmatched_default_0
09770,0,,0,default_zero_unmatched,unmatched_default_0
097F0,0,,0,default_zero_unmatched,unmatched_default_0
097G0,0,,0,default_zero_unmatched,unmatched_default_0
09800,0,,0,default_zero_unmatched,unmatched_default_0
09870,0,,0,default_zero_unmatched,unmatched_default_0
09900,0,,0,default_zero_unmatched,unmatched_default_0
09910,0,,0,default_zero_unmatched,unmatched_default_0
09950,0,,0,default_zero_unmatched,unmatched_default_0
09960,0,,0,default_zero_unmatched,unmatched_default_0
09970,0,,0,default_zero_unmatched,unmatched_default_0
09973,3,,0,default_zero_unmatched,unmatched_default_0
099B0,0,,0,default_zero_unmatched,unmatched_default_0
099C0,0,,0,default_zero_unmatched,unmatched_default_0
09B00,0,,0,default_zero_unmatched,unmatched_default_0
09B03,3,,0,default_zero_unmatched,unmatched_default_0
09B04,4,,0,default_zero_unmatched,unmatched_default_0
09B07,7,,0,default_zero_unmatched,unmatched_default_0
09B0X,X,,0,default_zero_unmatched,unmatched_default_0
09B10,0,,0,default_zero_unmatched,unmatched_default_0
09B14,4,,0,default_zero_unmatched,unmatched_default_0
09B17,7,,0,default_zero_unmatched,unmatched_default_0
09B1X,X,,0,default_zero_unmatched,unmatched_default_0
09B50,0,,0,default_zero_unmatched,unmatched_default_0
09B60,0,,0,default_zero_unmatched,unmatched_default_0
